mouse_ensembl_id,pos_id,mouse_gene_symbol,description,gene_biotype,chromosome_name,start_position,end_position,human_ensembl_id,human_gene_symbol
ENSMUSG00000000126,11:35809358-63627072,Wnt9a,"wingless-type MMTV integration site family, member 9A [Source:MGI Symbol;Acc:MGI:2446084]",protein_coding,11,59197754,59224378,ENSG00000143816,WNT9A
ENSMUSG00000027270,2:108607222-137784113,Lamp5,"lysosomal-associated membrane protein family, member 5 [Source:MGI Symbol;Acc:MGI:1923411]",protein_coding,2,135894159,135911837,ENSG00000125869,LAMP5
ENSMUSG00000027272,2:106343051-134274315,Ubr1,ubiquitin protein ligase E3 component n-recognin 1 [Source:MGI Symbol;Acc:MGI:1277977],protein_coding,2,120690750,120801196,ENSG00000159459,UBR1
ENSMUSG00000027272,2:106343051-138061588,Ubr1,ubiquitin protein ligase E3 component n-recognin 1 [Source:MGI Symbol;Acc:MGI:1277977],protein_coding,2,120690750,120801196,ENSG00000159459,UBR1
ENSMUSG00000027272,2:108607222-137784113,Ubr1,ubiquitin protein ligase E3 component n-recognin 1 [Source:MGI Symbol;Acc:MGI:1277977],protein_coding,2,120690750,120801196,ENSG00000159459,UBR1
ENSMUSG00000027273,2:106343051-138061588,Snap25,synaptosomal-associated protein 25 [Source:MGI Symbol;Acc:MGI:98331],protein_coding,2,136555373,136624348,ENSG00000132639,SNAP25
ENSMUSG00000027273,2:108607222-137784113,Snap25,synaptosomal-associated protein 25 [Source:MGI Symbol;Acc:MGI:98331],protein_coding,2,136555373,136624348,ENSG00000132639,SNAP25
ENSMUSG00000027274,2:106343051-138061588,Mkks,McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836],protein_coding,2,136715700,136733309,ENSG00000125863,MKKS
ENSMUSG00000027274,2:108607222-137784113,Mkks,McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836],protein_coding,2,136715700,136733309,ENSG00000125863,MKKS
ENSMUSG00000027276,2:106343051-138061588,Jag1,jagged 1 [Source:MGI Symbol;Acc:MGI:1095416],protein_coding,2,136923376,136958564,ENSG00000101384,JAG1
ENSMUSG00000027276,2:108607222-137784113,Jag1,jagged 1 [Source:MGI Symbol;Acc:MGI:1095416],protein_coding,2,136923376,136958564,ENSG00000101384,JAG1
ENSMUSG00000027281,2:106343051-138061588,Slx4ip,SLX4 interacting protein [Source:MGI Symbol;Acc:MGI:1921493],protein_coding,2,136733138,136913870,ENSG00000149346,SLX4IP
ENSMUSG00000027281,2:108607222-137784113,Slx4ip,SLX4 interacting protein [Source:MGI Symbol;Acc:MGI:1921493],protein_coding,2,136733138,136913870,ENSG00000149346,SLX4IP
ENSMUSG00000027284,2:106343051-134274315,Cdan1,codanin 1 [Source:MGI Symbol;Acc:MGI:1916218],protein_coding,2,120546635,120680609,ENSG00000140326,CDAN1
ENSMUSG00000027284,2:106343051-138061588,Cdan1,codanin 1 [Source:MGI Symbol;Acc:MGI:1916218],protein_coding,2,120546635,120680609,ENSG00000140326,CDAN1
ENSMUSG00000027284,2:108607222-137784113,Cdan1,codanin 1 [Source:MGI Symbol;Acc:MGI:1916218],protein_coding,2,120546635,120680609,ENSG00000140326,CDAN1
ENSMUSG00000027285,2:106343051-134274315,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]",protein_coding,2,120439864,120452041,ENSG00000137814,HAUS2
ENSMUSG00000027285,2:106343051-138061588,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]",protein_coding,2,120439864,120452041,ENSG00000137814,HAUS2
ENSMUSG00000027285,2:108607222-137784113,Haus2,"HAUS augmin-like complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1913546]",protein_coding,2,120439864,120452041,ENSG00000137814,HAUS2
ENSMUSG00000027286,2:106343051-134274315,Lrrc57,leucine rich repeat containing 57 [Source:MGI Symbol;Acc:MGI:1913856],protein_coding,2,120434719,120440001,ENSG00000180979,LRRC57
ENSMUSG00000027286,2:106343051-138061588,Lrrc57,leucine rich repeat containing 57 [Source:MGI Symbol;Acc:MGI:1913856],protein_coding,2,120434719,120440001,ENSG00000180979,LRRC57
ENSMUSG00000027286,2:108607222-137784113,Lrrc57,leucine rich repeat containing 57 [Source:MGI Symbol;Acc:MGI:1913856],protein_coding,2,120434719,120440001,ENSG00000180979,LRRC57
ENSMUSG00000027287,2:106343051-134274315,Snap23,synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356],protein_coding,2,120398152,120431736,ENSG00000092531,SNAP23
ENSMUSG00000027287,2:106343051-138061588,Snap23,synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356],protein_coding,2,120398152,120431736,ENSG00000092531,SNAP23
ENSMUSG00000027287,2:108607222-137784113,Snap23,synaptosomal-associated protein 23 [Source:MGI Symbol;Acc:MGI:109356],protein_coding,2,120398152,120431736,ENSG00000092531,SNAP23
ENSMUSG00000027288,2:106343051-134274315,Zfp106,zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153],protein_coding,2,120337301,120394324,ENSG00000103994,ZNF106
ENSMUSG00000027288,2:106343051-138061588,Zfp106,zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153],protein_coding,2,120337301,120394324,ENSG00000103994,ZNF106
ENSMUSG00000027288,2:108607222-137784113,Zfp106,zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153],protein_coding,2,120337301,120394324,ENSG00000103994,ZNF106
ENSMUSG00000027291,2:106343051-134274315,Vps39,VPS39 HOPS complex subunit [Source:MGI Symbol;Acc:MGI:2443189],protein_coding,2,120146942,120183618,ENSG00000166887,VPS39
ENSMUSG00000027291,2:106343051-138061588,Vps39,VPS39 HOPS complex subunit [Source:MGI Symbol;Acc:MGI:2443189],protein_coding,2,120146942,120183618,ENSG00000166887,VPS39
ENSMUSG00000027291,2:108607222-137784113,Vps39,VPS39 HOPS complex subunit [Source:MGI Symbol;Acc:MGI:2443189],protein_coding,2,120146942,120183618,ENSG00000166887,VPS39
ENSMUSG00000027293,2:106343051-134274315,Ehd4,EH-domain containing 4 [Source:MGI Symbol;Acc:MGI:1919619],protein_coding,2,119919656,119985087,ENSG00000103966,EHD4
ENSMUSG00000027293,2:106343051-138061588,Ehd4,EH-domain containing 4 [Source:MGI Symbol;Acc:MGI:1919619],protein_coding,2,119919656,119985087,ENSG00000103966,EHD4
ENSMUSG00000027293,2:108607222-137784113,Ehd4,EH-domain containing 4 [Source:MGI Symbol;Acc:MGI:1919619],protein_coding,2,119919656,119985087,ENSG00000103966,EHD4
ENSMUSG00000027296,2:106343051-134274315,Itpka,"inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]",protein_coding,2,119572818,119581744,ENSG00000137825,ITPKA
ENSMUSG00000027296,2:106343051-138061588,Itpka,"inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]",protein_coding,2,119572818,119581744,ENSG00000137825,ITPKA
ENSMUSG00000027296,2:108607222-137784113,Itpka,"inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]",protein_coding,2,119572818,119581744,ENSG00000137825,ITPKA
ENSMUSG00000027297,2:106343051-134274315,Ltk,leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840],protein_coding,2,119581801,119590912,ENSG00000062524,LTK
ENSMUSG00000027297,2:106343051-138061588,Ltk,leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840],protein_coding,2,119581801,119590912,ENSG00000062524,LTK
ENSMUSG00000027297,2:108607222-137784113,Ltk,leukocyte tyrosine kinase [Source:MGI Symbol;Acc:MGI:96840],protein_coding,2,119581801,119590912,ENSG00000062524,LTK
ENSMUSG00000027298,2:106343051-134274315,Tyro3,TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294],protein_coding,2,119628214,119648585,ENSG00000092445,TYRO3
ENSMUSG00000027298,2:106343051-138061588,Tyro3,TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294],protein_coding,2,119628214,119648585,ENSG00000092445,TYRO3
ENSMUSG00000027298,2:108607222-137784113,Tyro3,TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294],protein_coding,2,119628214,119648585,ENSG00000092445,TYRO3
ENSMUSG00000027300,2:106343051-134274315,Ubox5,U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658],protein_coding,2,130431922,130471958,ENSG00000185019,UBOX5
ENSMUSG00000027300,2:106343051-138061588,Ubox5,U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658],protein_coding,2,130431922,130471958,ENSG00000185019,UBOX5
ENSMUSG00000027300,2:108607222-137784113,Ubox5,U box domain containing 5 [Source:MGI Symbol;Acc:MGI:2154658],protein_coding,2,130431922,130471958,ENSG00000185019,UBOX5
ENSMUSG00000027301,2:106343051-134274315,Oxt,oxytocin [Source:MGI Symbol;Acc:MGI:97453],protein_coding,2,130418093,130418974,ENSG00000101405,OXT
ENSMUSG00000027301,2:106343051-138061588,Oxt,oxytocin [Source:MGI Symbol;Acc:MGI:97453],protein_coding,2,130418093,130418974,ENSG00000101405,OXT
ENSMUSG00000027301,2:108607222-137784113,Oxt,oxytocin [Source:MGI Symbol;Acc:MGI:97453],protein_coding,2,130418093,130418974,ENSG00000101405,OXT
ENSMUSG00000027303,2:106343051-134274315,Ptpra,protein tyrosine phosphatase receptor type A [Source:MGI Symbol;Acc:MGI:97808],protein_coding,2,130292198,130398044,ENSG00000132670,PTPRA
ENSMUSG00000027303,2:106343051-138061588,Ptpra,protein tyrosine phosphatase receptor type A [Source:MGI Symbol;Acc:MGI:97808],protein_coding,2,130292198,130398044,ENSG00000132670,PTPRA
ENSMUSG00000027303,2:108607222-137784113,Ptpra,protein tyrosine phosphatase receptor type A [Source:MGI Symbol;Acc:MGI:97808],protein_coding,2,130292198,130398044,ENSG00000132670,PTPRA
ENSMUSG00000027304,2:106343051-134274315,Rtf1,"RTF1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1309480]",protein_coding,2,119505549,119565888,ENSG00000137815,RTF1
ENSMUSG00000027304,2:106343051-138061588,Rtf1,"RTF1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1309480]",protein_coding,2,119505549,119565888,ENSG00000137815,RTF1
ENSMUSG00000027304,2:108607222-137784113,Rtf1,"RTF1, Paf1/RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1309480]",protein_coding,2,119505549,119565888,ENSG00000137815,RTF1
ENSMUSG00000027305,2:106343051-134274315,Ndufaf1,NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1916952],protein_coding,2,119485927,119493308,ENSG00000137806,NDUFAF1
ENSMUSG00000027305,2:106343051-138061588,Ndufaf1,NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1916952],protein_coding,2,119485927,119493308,ENSG00000137806,NDUFAF1
ENSMUSG00000027305,2:108607222-137784113,Ndufaf1,NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1916952],protein_coding,2,119485927,119493308,ENSG00000137806,NDUFAF1
ENSMUSG00000027306,2:106343051-134274315,Nusap1,nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669],protein_coding,2,119448779,119481725,ENSG00000137804,NUSAP1
ENSMUSG00000027306,2:106343051-138061588,Nusap1,nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669],protein_coding,2,119448779,119481725,ENSG00000137804,NUSAP1
ENSMUSG00000027306,2:108607222-137784113,Nusap1,nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669],protein_coding,2,119448779,119481725,ENSG00000137804,NUSAP1
ENSMUSG00000027309,2:106343051-134274315,Dnaaf9,dynein axonemal assembly factor 9 [Source:MGI Symbol;Acc:MGI:1923029],protein_coding,2,130548120,130748326,ENSG00000088854,DNAAF9
ENSMUSG00000027309,2:106343051-138061588,Dnaaf9,dynein axonemal assembly factor 9 [Source:MGI Symbol;Acc:MGI:1923029],protein_coding,2,130548120,130748326,ENSG00000088854,DNAAF9
ENSMUSG00000027309,2:108607222-137784113,Dnaaf9,dynein axonemal assembly factor 9 [Source:MGI Symbol;Acc:MGI:1923029],protein_coding,2,130548120,130748326,ENSG00000088854,DNAAF9
ENSMUSG00000027312,2:106343051-134274315,Atrn,attractin [Source:MGI Symbol;Acc:MGI:1341628],protein_coding,2,130748415,130872253,ENSG00000088812,ATRN
ENSMUSG00000027312,2:106343051-138061588,Atrn,attractin [Source:MGI Symbol;Acc:MGI:1341628],protein_coding,2,130748415,130872253,ENSG00000088812,ATRN
ENSMUSG00000027312,2:108607222-137784113,Atrn,attractin [Source:MGI Symbol;Acc:MGI:1341628],protein_coding,2,130748415,130872253,ENSG00000088812,ATRN
ENSMUSG00000027313,2:106343051-134274315,Chac1,"ChaC, cation transport regulator 1 [Source:MGI Symbol;Acc:MGI:1916315]",protein_coding,2,119181710,119184862,ENSG00000128965,CHAC1
ENSMUSG00000027313,2:106343051-138061588,Chac1,"ChaC, cation transport regulator 1 [Source:MGI Symbol;Acc:MGI:1916315]",protein_coding,2,119181710,119184862,ENSG00000128965,CHAC1
ENSMUSG00000027313,2:108607222-137784113,Chac1,"ChaC, cation transport regulator 1 [Source:MGI Symbol;Acc:MGI:1916315]",protein_coding,2,119181710,119184862,ENSG00000128965,CHAC1
ENSMUSG00000027314,2:106343051-134274315,Dll4,delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388],protein_coding,2,119156265,119166443,ENSG00000128917,DLL4
ENSMUSG00000027314,2:106343051-138061588,Dll4,delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388],protein_coding,2,119156265,119166443,ENSG00000128917,DLL4
ENSMUSG00000027314,2:108607222-137784113,Dll4,delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388],protein_coding,2,119156265,119166443,ENSG00000128917,DLL4
ENSMUSG00000027315,2:106343051-134274315,Spint1,"serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]",protein_coding,2,119067843,119080008,ENSG00000166145,SPINT1
ENSMUSG00000027315,2:106343051-138061588,Spint1,"serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]",protein_coding,2,119067843,119080008,ENSG00000166145,SPINT1
ENSMUSG00000027315,2:108607222-137784113,Spint1,"serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]",protein_coding,2,119067843,119080008,ENSG00000166145,SPINT1
ENSMUSG00000027316,2:106343051-134274315,Gfra4,glial cell line derived neurotrophic factor family receptor alpha 4 [Source:MGI Symbol;Acc:MGI:1341873],protein_coding,2,130881552,130885008,ENSG00000125861,GFRA4
ENSMUSG00000027316,2:106343051-138061588,Gfra4,glial cell line derived neurotrophic factor family receptor alpha 4 [Source:MGI Symbol;Acc:MGI:1341873],protein_coding,2,130881552,130885008,ENSG00000125861,GFRA4
ENSMUSG00000027316,2:108607222-137784113,Gfra4,glial cell line derived neurotrophic factor family receptor alpha 4 [Source:MGI Symbol;Acc:MGI:1341873],protein_coding,2,130881552,130885008,ENSG00000125861,GFRA4
ENSMUSG00000027317,2:106343051-134274315,Ppp1r14d,"protein phosphatase 1, regulatory inhibitor subunit 14D [Source:MGI Symbol;Acc:MGI:1919362]",protein_coding,2,119048600,119060387,ENSG00000166143,PPP1R14D
ENSMUSG00000027317,2:106343051-138061588,Ppp1r14d,"protein phosphatase 1, regulatory inhibitor subunit 14D [Source:MGI Symbol;Acc:MGI:1919362]",protein_coding,2,119048600,119060387,ENSG00000166143,PPP1R14D
ENSMUSG00000027317,2:108607222-137784113,Ppp1r14d,"protein phosphatase 1, regulatory inhibitor subunit 14D [Source:MGI Symbol;Acc:MGI:1919362]",protein_coding,2,119048600,119060387,ENSG00000166143,PPP1R14D
ENSMUSG00000027318,2:106343051-134274315,Adam33,a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813],protein_coding,2,130892511,130905734,ENSG00000149451,ADAM33
ENSMUSG00000027318,2:106343051-138061588,Adam33,a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813],protein_coding,2,130892511,130905734,ENSG00000149451,ADAM33
ENSMUSG00000027318,2:108607222-137784113,Adam33,a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813],protein_coding,2,130892511,130905734,ENSG00000149451,ADAM33
ENSMUSG00000027322,2:106343051-134274315,Siglec1,"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:MGI Symbol;Acc:MGI:99668]",protein_coding,2,130911140,130928685,ENSG00000088827,SIGLEC1
ENSMUSG00000027322,2:106343051-138061588,Siglec1,"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:MGI Symbol;Acc:MGI:99668]",protein_coding,2,130911140,130928685,ENSG00000088827,SIGLEC1
ENSMUSG00000027322,2:108607222-137784113,Siglec1,"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:MGI Symbol;Acc:MGI:99668]",protein_coding,2,130911140,130928685,ENSG00000088827,SIGLEC1
ENSMUSG00000027323,2:106343051-134274315,Rad51,RAD51 recombinase [Source:MGI Symbol;Acc:MGI:97890],protein_coding,2,118943274,118977926,ENSG00000051180,RAD51
ENSMUSG00000027323,2:106343051-138061588,Rad51,RAD51 recombinase [Source:MGI Symbol;Acc:MGI:97890],protein_coding,2,118943274,118977926,ENSG00000051180,RAD51
ENSMUSG00000027323,2:108607222-137784113,Rad51,RAD51 recombinase [Source:MGI Symbol;Acc:MGI:97890],protein_coding,2,118943274,118977926,ENSG00000051180,RAD51
ENSMUSG00000027324,2:106343051-134274315,Rpusd2,RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066],protein_coding,2,118865271,118870250,ENSG00000166133,RPUSD2
ENSMUSG00000027324,2:106343051-138061588,Rpusd2,RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066],protein_coding,2,118865271,118870250,ENSG00000166133,RPUSD2
ENSMUSG00000027324,2:108607222-137784113,Rpusd2,RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066],protein_coding,2,118865271,118870250,ENSG00000166133,RPUSD2
ENSMUSG00000027326,2:106343051-134274315,Knl1,kinetochore scaffold 1 [Source:MGI Symbol;Acc:MGI:1923714],protein_coding,2,118877600,118935982,ENSG00000137812,KNL1
ENSMUSG00000027326,2:106343051-138061588,Knl1,kinetochore scaffold 1 [Source:MGI Symbol;Acc:MGI:1923714],protein_coding,2,118877600,118935982,ENSG00000137812,KNL1
ENSMUSG00000027326,2:108607222-137784113,Knl1,kinetochore scaffold 1 [Source:MGI Symbol;Acc:MGI:1923714],protein_coding,2,118877600,118935982,ENSG00000137812,KNL1
ENSMUSG00000027327,2:106343051-134274315,Adissp,adipose secreted signaling protein [Source:MGI Symbol;Acc:MGI:1914576],protein_coding,2,130988244,131002001,ENSG00000101220,ADISSP
ENSMUSG00000027327,2:106343051-138061588,Adissp,adipose secreted signaling protein [Source:MGI Symbol;Acc:MGI:1914576],protein_coding,2,130988244,131002001,ENSG00000101220,ADISSP
ENSMUSG00000027327,2:108607222-137784113,Adissp,adipose secreted signaling protein [Source:MGI Symbol;Acc:MGI:1914576],protein_coding,2,130988244,131002001,ENSG00000101220,ADISSP
ENSMUSG00000027329,2:106343051-134274315,Spef1,sperm flagellar 1 [Source:MGI Symbol;Acc:MGI:3513546],protein_coding,2,131012181,131029202,ENSG00000101222,SPEF1
ENSMUSG00000027329,2:106343051-138061588,Spef1,sperm flagellar 1 [Source:MGI Symbol;Acc:MGI:3513546],protein_coding,2,131012181,131029202,ENSG00000101222,SPEF1
ENSMUSG00000027329,2:108607222-137784113,Spef1,sperm flagellar 1 [Source:MGI Symbol;Acc:MGI:3513546],protein_coding,2,131012181,131029202,ENSG00000101222,SPEF1
ENSMUSG00000027330,2:106343051-134274315,Cdc25b,cell division cycle 25B [Source:MGI Symbol;Acc:MGI:99701],protein_coding,2,131028869,131040417,ENSG00000101224,CDC25B
ENSMUSG00000027330,2:106343051-138061588,Cdc25b,cell division cycle 25B [Source:MGI Symbol;Acc:MGI:99701],protein_coding,2,131028869,131040417,ENSG00000101224,CDC25B
ENSMUSG00000027330,2:108607222-137784113,Cdc25b,cell division cycle 25B [Source:MGI Symbol;Acc:MGI:99701],protein_coding,2,131028869,131040417,ENSG00000101224,CDC25B
ENSMUSG00000027331,2:106343051-134274315,Knstrn,kinetochore-localized astrin/SPAG5 binding [Source:MGI Symbol;Acc:MGI:1289298],protein_coding,2,118644484,118684438,ENSG00000128944,KNSTRN
ENSMUSG00000027331,2:106343051-138061588,Knstrn,kinetochore-localized astrin/SPAG5 binding [Source:MGI Symbol;Acc:MGI:1289298],protein_coding,2,118644484,118684438,ENSG00000128944,KNSTRN
ENSMUSG00000027331,2:108607222-137784113,Knstrn,kinetochore-localized astrin/SPAG5 binding [Source:MGI Symbol;Acc:MGI:1289298],protein_coding,2,118644484,118684438,ENSG00000128944,KNSTRN
ENSMUSG00000027332,2:106343051-134274315,Ivd,isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242],protein_coding,2,118692435,118713390,ENSG00000128928,IVD
ENSMUSG00000027332,2:106343051-138061588,Ivd,isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242],protein_coding,2,118692435,118713390,ENSG00000128928,IVD
ENSMUSG00000027332,2:108607222-137784113,Ivd,isovaleryl coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:1929242],protein_coding,2,118692435,118713390,ENSG00000128928,IVD
ENSMUSG00000027333,2:106343051-134274315,Smox,spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356],protein_coding,2,131333416,131367842,ENSG00000088826,SMOX
ENSMUSG00000027333,2:106343051-138061588,Smox,spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356],protein_coding,2,131333416,131367842,ENSG00000088826,SMOX
